0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,949,949,949,949,949,949,949,949,949,0,0,0,949,949,949,949,949,949,949,949,949,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,949,0,0,0,949,0,0,0,0,0,0,0,949,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,949,949,949,0,0,0,949,949,949,0,0,0,949,0,949,0,949,0,949,0,949,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,949,949,0,949,949,949,0,949,949,0,0,0,949,0,0,0,0,0,0,0,949,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,949,949,0,0,0,0,0,949,949,0,0,0,949,0,949,0,0,0,949,0,949,0,0,0,949,949,949,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,949,949,0,0,0,949,0,949,949,0,0,0,949,0,0,0,0,0,0,0,949,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,949,949,0,0,0,0,0,949,949,0,0,0,949,0,949,0,0,0,949,0,949,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,949,949,0,0,0,0,0,949,949,0,0,0,949,949,949,949,0,949,949,949,949,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,949,949,949,949,0,949,949,949,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,949,949,949,949,0,949,949,949,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,949,949,949,949,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,949,949,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,949,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,949,949,949,949,949,0,0,0,0,0,949,949,949,949,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,949,949,949,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,949,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,949,949,949,949,949,949,0,0,0,0,0,0,0,0,0,0,0,0,949,949,949,949,949,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,949,949,949,949,949,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,949,949,949,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,949,949,949,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
